"Supplementary Table 2: NIRVS found in nine arthropod genomes. Following a reciprocal tBLASTn search against the NCBI non-redundant database, details of the virus of origin for each NIRVS were collated using published and unpublished metadata. Possible false positive hits are highlighted in yellow and have not been included in final NIRVS counts elsewhere in the manuscript.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Aedes aegypti chromosome 1,,,,,,,,,,,,,,,
DS697414,DS697414_1,444,782,338,48.00%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",5.70E-23,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS697414,DS697414_2,803,1420,617,61.30%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",3.93E-77,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS697414,DS697414_3,1534,2538,1004,54.00%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.76E-111,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS712793,DS712793_4,980,288,692,48.30%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.72E-19,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS712793,DS712793_5,2529,2008,521,40.70%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.13E-15,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS716858,DS716858_3,21712,20915,797,55.30%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",7.37E-80,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS719670,DS719670_1,1869,865,1004,47.00%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",5.84E-88,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS719670,DS719670_2,907,620,287,30.90%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",5.13E-06,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS729561,DS729561_1,1735,1385,350,40.40%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",3.78E-16,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS729561,DS729561_2,4852,3536,1316,50.90%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",5.28E-137,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS729561,DS729561_3,1335,742,593,32.30%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.23E-23,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS736142,DS736142,25380,25808,428,68.50%,KM460042,"Suffolk virus isolate FI3, complete genome",1.09E-53,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
DS737657,DS737657_1,936,1589,653,40.00%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",8.64E-35,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS737657,DS737657_2,1804,2388,584,34.20%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.54E-13,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS756109,DS756109_1,39703,38777,926,60.10%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.06E-119,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS756109,DS756109_3,40281,39715,566,41.40%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",4.60E-26,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS766768,DS766768_2,767,147,620,64.30%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",7.22E-39,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS790259 ,DS790259 ,92122,91805,317,45.20%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",4.02E-14,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS790598 ,DS790598 ,4750,3776,974,53.20%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",8.46E-108,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS809757,DS809757_1,205,2,203,42.00%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",6.56E-04,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS809757,DS809757_2,1970,375,1595,36.10%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.68E-91,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS814583,DS814583_1,1758,1174,584,29.90%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",5.75E-20,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS814583,DS814583_4,2011,1709,302,46.90%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.40E-19,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS826508,DS826508_2,185573,186277,704,36.20%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",3.12E-26,V,Mononegavirales,Unassigned,Unassigned,Nucleoprotein,Structural,
DS826508,DS826508_5,185615,186067,452,41.50%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.40E-26,V,Mononegavirales,Unassigned,Unassigned,Nucleoprotein,Structural,
DS836793,DS836793,79662,79934,272,41.50%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.21E-08,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS846011,DS846011,526,1314,788,34.00%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",4.62E-38,V,Mononegavirales,Unassigned,Unassigned,Nucleoprotein,Structural,
DS847572,DS847572_3,117710,120352,2642,38.40%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",0,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS871776 ,DS871776 ,1250,510,740,30.30%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",8.03E-30,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS887784,DS887784,595730,595308,422,52.10%,KM460042,"Suffolk virus isolate FI3, complete genome",9.39E-39,V,Mononegavirales,Unassigned,Unassigned,Nucleoprotein,Structural,
DS891058,DS891058_3,1558,824,734,55.00%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.07E-84,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS901405,DS901405,5250,6587,1337,31.30%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.41E-69,V,Mononegavirales,Unassigned,Unassigned,Nucleoprotein,Structural,
DS906451,DS906451_2,10541,9300,1241,41.10%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",7.48E-75,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS906451,DS906451_3,9333,8053,1280,50.10%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",3.66E-111,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS906451,DS906451_4,12350,10953,1397,37.10%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.65E-86,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS906451,DS906451_6,13525,12968,557,35.50%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",4.14E-14,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS906451,DS906451_8,7079,6696,383,30.60%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.58E-10,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS906451,DS906451_9,11014,10007,1007,30.90%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",4.01E-21,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS932154,DS932154_2,11194,10511,683,35.70%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.96E-34,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS932154,DS932154_3,8121,7150,971,47.30%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.89E-87,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS932154,DS932154_5,10559,9435,1124,36.80%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",5.08E-57,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS965602,DS965602,42546,43127,581,42.00%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",6.39E-35,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS971868 ,DS971868 ,2790,3476,686,28.80%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",8.60E-10,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS620777,DS620777,2,511,509,68.60%,MF360789,"Blacklegged tick chuvirus-2 isolate RTS126, complete genome",1.45E-69,V,Unassigned,Chuviridae,Chuvirus,Glycoprotein,Structural,
DS716146,DS716146,264,4,260,52.30%,MF360789,"Blacklegged tick chuvirus-2 isolate RTS126, complete genome",5.41E-24,V,Unassigned,Chuviridae,Chuvirus,Nucleoprotein,Structural,
DS671483,DS671483_1,64016,63426,590,47.00%,KM114308,"Wellfleet Bay virus isolate 10-280-G segment 5 hemagglutinin protein (HA) gene, complete cds",6.96E-49,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Haemagglutinin,Structural,
DS671483,DS671483_2,62618,62091,527,44.90%,FJ861694,"Quaranfil virus isolate EG T 377 hemagglutinin (HA) gene, complete cds",2.22E-47,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Haemagglutinin,Structural,
DS696540,DS696540_1,213068,212613,455,27.50%,KM114307,"Wellfleet Bay virus isolate 10-280-G segment 4 nucleoprotein (NP) gene, complete cds",2.08E-06,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Nucleoprotein,Structural,
DS696540,DS696540_2,214868,214365,503,31.20%,KM114307,"Wellfleet Bay virus isolate 10-280-G segment 4 nucleoprotein (NP) gene, complete cds",3.09E-16,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Nucleoprotein,Structural,
DS696540,DS696540_3,214374,214027,347,26.20%,JN412853,"Quaranfil virus isolate EG T 377 hypothetical protein gene, complete cds",4.74E-04,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Nucleoprotein,Structural,
DS752955,DS752955,697,1092,395,55.60%,FJ861697,"Johnston Atoll virus isolate LBJ polymerase PB1 (PB1) gene, complete cds",1.08E-36,V,Unassigned,Orthomyxoviridae,Quaranjavirus,PB1,Non-structural,
DS789085 ,DS789085 ,52235,52543,308,34.90%,KJ438648,"Tjuloc virus strain LEIV-152Arg envelope glycoprotein gene, partial cds",1.74E-06,V,Unassigned,Orthomyxoviridae,Unassigned,Haemagglutinin,Structural,
DS806788,DS806788_1,1520,441,1079,47.70%,KM114305,"Wellfleet Bay virus isolate 10-280-G segment 2 polymerase basic 1 protein (PB1) gene, complete cds",1.99E-96,V,Unassigned,Orthomyxoviridae,Quaranjavirus,PB1,Non-structural,
DS806788,DS806788_2,2067,1525,542,60.30%,KM114305,"Wellfleet Bay virus isolate 10-280-G segment 2 polymerase basic 1 protein (PB1) gene, complete cds",2.05E-68,V,Unassigned,Orthomyxoviridae,Quaranjavirus,PB1,Non-structural,
DS826508,DS826508_1,110866,111150,284,35.70%,JQ928942,"Tjuloc virus strain LEIV 152K hypothetical protein gene, complete cds",6.67E-08,V,Unassigned,Orthomyxoviridae,Unassigned,Nucleoprotein,Structural,
DS826508,DS826508_3,111107,111721,614,32.60%,KM114307,"Wellfleet Bay virus isolate 10-280-G segment 4 nucleoprotein (NP) gene, complete cds",1.72E-23,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Nucleoprotein,Structural,
DS880310,DS880310_2,15861,16262,401,26.50%,KM114308,"Wellfleet Bay virus isolate 10-280-G segment 5 hemagglutinin protein (HA) gene, complete cds",5.55E-05,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Haemagglutinin,Structural,
DS880310,DS880310_3,16906,17103,197,48.60%,KJ438648,"Tjuloc virus strain LEIV-152Arg envelope glycoprotein gene, partial cds",3.76E-11,V,Unassigned,Orthomyxoviridae,Unassigned,Haemagglutinin,Structural,
DS880310,DS880310_4,16803,16931,128,53.50%,FJ861694,"Quaranfil virus isolate EG T 377 hemagglutinin (HA) gene, complete cds",6.35E-08,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Haemagglutinin,Structural,
DS952456,DS952456,3979,3515,464,40.10%,KM114305,"Wellfleet Bay virus isolate 10-280-G segment 2 polymerase basic 1 protein (PB1) gene, complete cds",1.85E-33,V,Unassigned,Orthomyxoviridae,Quaranjavirus,PB1,Non-structural,
DS955807,DS955807,523,317,206,46.50%,FJ861694,"Quaranfil virus isolate EG T 377 hemagglutinin (HA) gene, complete cds",1.81E-07,V,Unassigned,Orthomyxoviridae,Quaranjavirus,Haemagglutinin,Structural,
DS959069,DS959069_1,309,1,308,44.00%,KM817627,"Wuhan Mothfly Virus strain WHDL03 PB1 (PB1) gene, complete cds",6.41E-15,V,Unassigned,Orthomyxoviridae,Unassigned,PB1,Non-structural,
DS959069,DS959069_2,950,291,659,56.10%,FJ861695,"Quaranfil virus isolate EG T 377 polymerase PB1 (PB1) gene, complete cds",2.91E-66,V,Unassigned,Orthomyxoviridae,Quaranjavirus,PB1,Non-structural,
DS959069,DS959069_3,1209,826,383,41.40%,KM114305,"Wellfleet Bay virus isolate 10-280-G segment 2 polymerase basic 1 protein (PB1) gene, complete cds",3.89E-27,V,Unassigned,Orthomyxoviridae,Quaranjavirus,PB1,Non-structural,
DS710489,DS710489,209680,209462,218,64.60%,MF141076,"Norway partiti-like virus 1 isolate NOR/S5/Kilen/2014 RNA-dependent RNA-polymerase gene, complete cds",4.73E-20,III,Unassigned,Unassigned,Unassigned,RdRp,Non-structural,Partiti-like
,,,,,,,,,,,,,,,
Rhipicephalus microplus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,Characteristics of closest tBLASTn match,,,,,,,,,
Genomic scaffold accession,NIRVS ID,Hit start (nt),Hit end (nt),NIRVS length (nt),Pairwise identity with closest match,GenBank accession,Description ,E-value,Baltimore Class ,Order,Family,Genus,Viral region,Structural/non-structural,
LYUQ01240186.1,LYUQ01240186.1,4126,3410,-716,38.60%,KM589348,"American dog tick phlebovirus isolate FI1 nucleocapsid gene, partial cds",1.92E-35,V,Bunyavirales,Phenuiviridae,Phlebovirus,Nucleoprotein,Structural,
,,,,,,,,,,,,,,,
Phlebotomus papatasi,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,Characteristics of closest tBLASTn match,,,,,,,,,
Genomic scaffold accession,NIRVS ID,Hit start (nt),Hit end (nt),NIRVS length (nt),Pairwise identity with closest match,GenBank accession,Description ,E-value,Baltimore Class ,Order,Family,Genus,Viral region,Structural/non-structural,Notes
Scaffold13,Scaffold13,13204,12512,-692,30.00%,KM817748,"Wuchang Cockroach Virus 1 strain WCZL-5 nucleopasid protein (N) gene, complete cds",1.77E-13,V,Bunyavirales,Phasmaviridae,Unassigned,Nucleoprotein,Structural,
Scaffold53,Scaffold53,312257,313219,962,47.50%,KX884162,"Hubei partiti-like virus 31 strain spider131862 RdRp gene, complete cds",3.80E-106,III,Unassigned,Unassigned,Unassigned,RdRp,Non-structural,Partiti-Picobirna like
,,,,,,,,,,,,,,,
Drosophila melanogaster,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,Characteristics of closest tBLASTn match,,,,,,,,,,
Chromosome ID,Hit start (nt),Hit end (nt),NIRVS length (nt),Pairwise identity with closest match,GenBank accession,Description ,E-value,Baltimore Class ,Order,Family,Genus,Viral region,Structural/non-structural,Notes,
NT_037436.4,8132734,8132036,-698,"Hana virus strain A4/CI/2004, complete genome",JQ957872,8.79E-05,45.30%,IV,Nidovirales,Mesoniviridae,Alphamesonivirus,ORF1a,Non-structural,,
